security_id,metric_id,value,missing_data_class,peer_group,stale_critical,available_at,source_id
WT-0006,RSK_DRAWDOWN_3Y,57.78,VALID,MAT,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0006,RSK_BETA_2Y,74.78,VALID,MAT,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0006,RSK_EARN_VOL,91.78,VALID,MAT,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0006,RSK_DILUTION,-4.22,VALID,MAT,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0006,RSK_EVENT_FLAG,12.78,VALID,MAT,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0007,GRW_REV_1Y,30.0,VALID,MAT,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0007,GRW_REV_3Y,47.0,VALID,MAT,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0007,GRW_EPS_1Y,64.0,VALID,MAT,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0007,GRW_FCF_1Y,81.0,VALID,MAT,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0007,GRW_GM_DELTA,-15.0,VALID,MAT,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0007,GRW_OM_DELTA,2.0,VALID,MAT,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
WT-0007,QLT_ROIC,19.0,VALID,MAT,false,2026-07-22T23:59:59Z,SRC-SYNTHETIC
